customer_id,DOB,gender,Age (Years),YOB,MOB,address,postcode,state,job_industry_category,job_title,wealth_segment,owns_car,online_order,order_status,brand,product_line,product_class,product_size,tenure,property_valuation,past_3_years_bike_related_purchases,list_price,standard_cost,transaction_date,product_first_sold_date
259,22/07/1983,Female,40,1983,July,8208 Parkside Point,2320,NSW,Health,Senior Developer,High Net Worth,Yes,TRUE,Approved,Giant Bicycles,Standard,medium,medium,3,6,70,1403.5,954.82,03/12/2017,14/11/2016
260,30/08/1979,Female,44,1979,August,15 Straubel Way,4680,QLD,Health,Senior Quality Engineer,High Net Worth,Yes,FALSE,Approved,Norco Bicycles,Road,high,large,22,2,47,774.53,464.72,18/08/2017,20/07/1999
261,15/10/1977,Male,46,1977,October,7 Eastlawn Street,2346,NSW,n/a,Structural Engineer,Mass Customer,No,TRUE,Approved,Giant Bicycles,Standard,medium,large,8,1,74,1635.3,993.66,20/09/2017,09/06/2013
262,23/12/1977,Male,46,1977,December,42067 Duke Terrace,2031,NSW,Health,null,High Net Worth,Yes,FALSE,Approved,WeareA2B,Standard,medium,medium,10,10,97,1807.45,778.69,20/12/2017,06/12/2016
263,19/11/1985,Female,38,1985,November,50 Everett Way,2064,NSW,Health,Dental Hygienist,High Net Worth,No,TRUE,Approved,OHM Cycles,Road,medium,medium,7,9,89,742.54,667.4,03/07/2017,07/11/1991
264,07/12/1977,Male,46,1977,December,454 Green Ridge Avenue,2176,NSW,Health,Technical Writer,Mass Customer,No,FALSE,Cancelled,WeareA2B,Standard,medium,medium,11,10,31,1228.07,400.91,12/11/2017,22/05/2000
265,05/10/1965,Male,58,1965,October,19220 Evergreen Crossing,3195,VIC,Retail,Sales Representative,High Net Worth,Yes,TRUE,Approved,Trek Bicycles,Standard,medium,large,18,9,74,1469.44,596.55,23/09/2017,22/10/2005
266,19/07/1989,Female,34,1989,July,109 Tomscot Avenue,2010,NSW,Retail,Account Executive,Affluent Customer,No,FALSE,Approved,WeareA2B,Standard,medium,medium,18,10,69,1807.45,778.69,14/09/2017,21/05/2015
268,18/10/1978,Female,45,1978,October,92 Lyons Place,2752,NSW,Manufacturing,Chemical Engineer,Mass Customer,No,FALSE,Approved,OHM Cycles,Standard,high,medium,10,9,60,2005.66,1203.4,05/09/2017,10/04/2012
269,19/09/1954,Male,69,1954,September,47 Jana Junction,3802,VIC,Property,Nurse Practicioner,Mass Customer,Yes,FALSE,Approved,Solex,Standard,high,medium,9,7,55,748.17,448.9,08/02/2017,10/11/1991
270,10/12/1970,Female,53,1970,December,90173 Oneill Place,3071,VIC,n/a,Budget/Accounting Analyst III,Mass Customer,Yes,FALSE,Approved,Solex,Standard,medium,medium,17,10,38,1945.43,333.18,18/04/2017,31/08/2002
271,13/02/1991,Female,33,1991,February,6262 Elgar Avenue,4735,QLD,Financial Services,Financial Advisor,Mass Customer,No,TRUE,Approved,Giant Bicycles,Standard,high,medium,4,2,51,1129.13,677.48,22/04/2017,09/08/2005
272,06/06/1987,Female,36,1987,June,5668 Corscot Circle,2065,NSW,Retail,Product Engineer,Mass Customer,Yes,FALSE,Approved,OHM Cycles,Standard,high,medium,1,12,22,1458.17,874.9,02/05/2017,04/12/1999
273,22/04/1963,Male,61,1963,April,8 Texas Plaza,3081,VIC,n/a,Computer Systems Analyst IV,Mass Customer,No,TRUE,Approved,Giant Bicycles,Standard,medium,large,19,9,54,1812.75,582.48,09/07/2017,07/06/2010
274,15/09/1976,Female,47,1976,September,32062 Oak Terrace,3205,VIC,Health,Social Worker,Mass Customer,Yes,FALSE,Approved,Trek Bicycles,Road,medium,medium,14,8,66,533.51,400.13,30/07/2017,09/02/1997
275,27/07/1955,Male,68,1955,July,07158 Roth Pass,2165,NSW,Health,VP Sales,High Net Worth,No,TRUE,Approved,Solex,Standard,medium,medium,13,4,7,1483.2,99.59,06/01/2017,17/12/1998
276,25/03/1990,Female,34,1990,March,370 Portage Parkway,3125,VIC,Financial Services,null,Mass Customer,No,FALSE,Approved,Norco Bicycles,Standard,medium,small,22,8,47,586.45,521.94,27/12/2017,10/07/1991
277,19/02/1956,Female,68,1956,February,19795 Bultman Circle,4214,QLD,n/a,VP Product Management,High Net Worth,No,TRUE,Approved,Trek Bicycles,Road,medium,medium,15,8,69,533.51,400.13,05/03/2017,04/06/2012
278,30/07/1997,Male,26,1997,July,3 Corscot Crossing,2030,NSW,n/a,Executive Secretary,Affluent Customer,Yes,FALSE,Approved,WeareA2B,Standard,medium,medium,4,12,22,1228.07,400.91,26/04/2017,10/07/1991
279,09/09/1981,Female,42,1981,September,34 Kim Center,2036,NSW,Manufacturing,Web Designer I,Mass Customer,No,TRUE,Approved,Trek Bicycles,Standard,high,medium,11,11,0,495.72,297.43,03/05/2017,11/04/2015
280,22/03/1995,Male,29,1995,March,8 Starling Pass,2767,NSW,n/a,Geologist I,Affluent Customer,Yes,FALSE,Approved,Norco Bicycles,Standard,low,medium,5,8,15,958.74,748.9,19/05/2017,02/10/1993
281,27/12/1972,Female,51,1972,December,36 Vidon Parkway,2798,NSW,Financial Services,Cost Accountant,High Net Worth,Yes,FALSE,Approved,Trek Bicycles,Road,medium,medium,8,6,51,290.62,215.14,28/06/2017,25/08/1997
282,27/10/1989,Male,34,1989,October,8 Riverside Place,4211,QLD,Argiculture,VP Quality Control,High Net Worth,Yes,TRUE,Approved,Trek Bicycles,Standard,medium,small,11,5,82,1386.84,1234.29,22/10/2017,05/05/2010
283,04/02/1991,Female,33,1991,February,28604 Bellgrove Circle,4508,QLD,Retail,Assistant Manager,Mass Customer,No,TRUE,Approved,Trek Bicycles,Standard,medium,large,2,6,34,2091.47,388.92,27/04/2017,19/03/2008
284,11/04/1986,Male,38,1986,April,2 Cottonwood Road,2032,NSW,Financial Services,Financial Analyst,High Net Worth,Yes,TRUE,Approved,WeareA2B,Standard,medium,medium,9,11,38,1992.93,762.63,29/07/2017,05/08/1991
285,19/11/1977,Female,46,1977,November,58 Parkside Hill,2117,NSW,Manufacturing,Community Outreach Specialist,Mass Customer,No,TRUE,Approved,Giant Bicycles,Road,medium,medium,12,12,3,792.9,594.68,09/01/2017,02/10/1992
286,01/08/1989,Male,34,1989,August,747 Thackeray Circle,4551,QLD,Manufacturing,Accounting Assistant II,Affluent Customer,Yes,FALSE,Approved,Giant Bicycles,Touring,medium,large,11,7,99,1873.97,863.95,28/07/2017,10/07/1991
287,06/05/1985,Female,39,1985,May,5583 Prairie Rose Trail,2765,NSW,Manufacturing,Nuclear Power Engineer,Affluent Customer,No,TRUE,Cancelled,Solex,Touring,medium,large,4,8,41,2083.94,675.03,14/08/2017,16/09/2013
288,08/09/1985,Male,38,1985,September,071 Cardinal Point,3064,VIC,Manufacturing,null,High Net Worth,No,FALSE,Approved,OHM Cycles,Standard,high,medium,9,7,71,227.88,136.73,27/03/2017,07/02/2003
289,12/04/1970,Female,54,1970,April,7169 North Lane,2023,NSW,Health,Clinical Specialist,High Net Worth,No,FALSE,Approved,OHM Cycles,Standard,medium,medium,10,9,43,183.86,137.9,11/11/2017,04/10/1997
291,22/10/1971,Female,52,1971,October,8207 Cascade Court,3810,VIC,Entertainment,Assistant Media Planner,Mass Customer,No,TRUE,Approved,Giant Bicycles,Standard,medium,medium,4,5,63,230.91,173.18,20/11/2017,10/11/2006
292,24/11/1961,Female,62,1961,November,2 Brentwood Place,4151,QLD,n/a,VP Product Management,Affluent Customer,Yes,FALSE,Approved,Trek Bicycles,Standard,medium,medium,9,8,42,499.53,388.72,06/10/2017,10/11/1991
293,10/12/1989,Male,34,1989,December,00 5th Lane,2830,NSW,Manufacturing,Administrative Assistant III,Mass Customer,Yes,TRUE,Approved,Solex,Standard,medium,medium,20,2,80,71.49,53.62,08/12/2017,09/08/2005
294,01/04/1959,Male,65,1959,April,807 Beilfuss Crossing,3030,VIC,n/a,Recruiting Manager,High Net Worth,No,TRUE,Approved,Solex,Road,medium,medium,5,7,39,416.98,312.74,15/06/2017,15/07/1993
295,26/12/1964,Female,59,1964,December,76 Graedel Street,4812,QLD,n/a,Database Administrator II,Mass Customer,Yes,TRUE,Approved,Solex,Standard,medium,medium,18,6,64,71.49,53.62,19/09/2017,02/12/2012
296,19/06/1972,Male,51,1972,June,29886 Crownhardt Crossing,2141,NSW,Health,null,High Net Worth,Yes,FALSE,Approved,Norco Bicycles,Standard,low,medium,17,8,34,363.01,290.41,22/12/2017,09/06/2013
297,27/04/1959,Female,65,1959,April,1 Drewry Junction,3810,VIC,Manufacturing,Electrical Engineer,High Net Worth,No,FALSE,Approved,Norco Bicycles,Standard,medium,small,16,7,33,1216.14,1082.36,11/03/2017,05/08/1991
298,15/08/1956,Male,67,1956,August,83 Brickson Park Drive,3029,VIC,Manufacturing,Engineer I,High Net Worth,No,FALSE,Approved,Solex,Road,medium,small,9,8,69,1703.52,1516.13,07/03/2017,16/04/2011
299,15/09/1956,Female,67,1956,September,95 Almo Junction,2173,NSW,Financial Services,Budget/Accounting Analyst I,Mass Customer,Yes,FALSE,Approved,Trek Bicycles,Standard,low,medium,7,9,80,1057.51,154.4,02/07/2017,07/06/2010
300,22/06/1956,Male,67,1956,June,08 Golf View Plaza,3199,VIC,Health,Clinical Specialist,Mass Customer,No,TRUE,Approved,WeareA2B,Standard,medium,medium,9,9,88,1762.96,950.52,24/02/2017,28/07/2014
301,10/10/1980,Female,43,1980,October,6170 Buena Vista Way,2320,NSW,Manufacturing,Developer IV,High Net Worth,No,TRUE,Approved,Trek Bicycles,Road,medium,medium,19,7,54,290.62,215.14,22/06/2017,18/12/2004
302,27/03/1977,Female,47,1977,March,0 Orin Place,4506,QLD,Health,null,Mass Customer,No,FALSE,Approved,Norco Bicycles,Standard,high,small,13,7,32,1661.92,1479.11,29/03/2017,09/09/1994
303,15/08/1974,Female,49,1974,August,20924 Banding Crossing,2516,NSW,Argiculture,Assistant Professor,Mass Customer,Yes,TRUE,Approved,WeareA2B,Standard,medium,medium,14,9,59,752.64,205.36,17/11/2017,26/07/1999
304,27/03/1969,Male,55,1969,March,91193 Petterle Road,2035,NSW,Manufacturing,VP Marketing,Mass Customer,Yes,FALSE,Approved,WeareA2B,Standard,medium,small,15,11,36,1415.01,1259.36,11/10/2017,10/10/2002
305,17/03/1974,Female,50,1974,March,01459 Fremont Place,2747,NSW,Financial Services,Financial Analyst,Mass Customer,No,null,Approved,Giant Bicycles,Standard,high,medium,11,4,1,1179,707.4,05/04/2017,25/08/1997
306,02/08/1973,Male,50,1973,August,58 Spenser Circle,3030,VIC,Health,Registered Nurse,High Net Worth,No,FALSE,Approved,Giant Bicycles,Standard,medium,large,18,3,19,569.56,528.43,29/08/2017,10/09/2003
307,18/08/1984,Male,39,1984,August,93 Lawn Park,3152,VIC,Health,Clinical Specialist,Affluent Customer,Yes,FALSE,Approved,Solex,Standard,medium,medium,12,9,55,441.49,84.99,08/08/2017,12/04/1993
308,09/03/1983,Male,41,1983,March,5982 Mosinee Avenue,3340,VIC,IT,Database Administrator I,High Net Worth,No,TRUE,Approved,OHM Cycles,Standard,medium,medium,4,5,2,235.63,125.07,18/05/2017,07/08/2004
309,02/10/1974,Female,49,1974,October,37006 Hoard Circle,3182,VIC,Health,Clinical Specialist,Mass Customer,Yes,TRUE,Approved,Solex,Touring,medium,large,21,7,53,2083.94,675.03,02/12/2017,02/08/2015
310,13/02/1985,Female,39,1985,February,06 Corry Pass,2450,NSW,Financial Services,Account Coordinator,Mass Customer,Yes,TRUE,Approved,Trek Bicycles,Standard,medium,large,18,9,0,2091.47,388.92,28/09/2017,15/09/2012
311,16/08/1957,Female,66,1957,August,099 Nova Plaza,2227,NSW,Health,Internal Auditor,High Net Worth,No,TRUE,Approved,WeareA2B,Standard,medium,medium,12,10,86,1769.64,108.76,01/01/2017,09/05/2011
312,17/03/1958,Male,66,1958,March,252 Mockingbird Plaza,2216,NSW,Financial Services,Desktop Support Technician,Affluent Customer,Yes,null,Approved,Giant Bicycles,Standard,medium,medium,6,10,44,642.7,211.37,19/07/2017,12/07/1994
313,22/12/1987,Male,36,1987,December,990 Kensington Park,3796,VIC,Manufacturing,Operator,Mass Customer,Yes,TRUE,Approved,Norco Bicycles,Standard,high,small,13,8,70,1661.92,1479.11,01/08/2017,08/03/2009
314,25/08/1962,Female,61,1962,August,706 Anniversary Alley,3064,VIC,Retail,Marketing Assistant,High Net Worth,Yes,FALSE,Approved,OHM Cycles,Standard,high,medium,5,3,27,227.88,136.73,19/11/2017,04/08/2007
315,16/04/1958,Female,66,1958,April,52 Corben Place,3197,VIC,Manufacturing,Chief Design Engineer,Affluent Customer,No,TRUE,Approved,OHM Cycles,Standard,high,medium,12,10,67,227.88,136.73,08/09/2017,07/02/2003
316,01/06/1976,Female,47,1976,June,4270 Loeprich Lane,3064,VIC,Manufacturing,Environmental Specialist,Mass Customer,Yes,TRUE,Approved,Trek Bicycles,Mountain,low,medium,10,7,72,574.64,459.71,17/12/2017,07/02/2003
317,10/02/1974,Female,50,1974,February,2 Clyde Gallagher Drive,2232,NSW,Entertainment,Automation Specialist II,Mass Customer,Yes,TRUE,Approved,Giant Bicycles,Standard,medium,medium,14,10,26,230.91,173.18,11/10/2017,18/03/2003
318,19/05/1969,Female,55,1969,May,671 American Ash Way,2365,NSW,Retail,Programmer III,Affluent Customer,Yes,TRUE,Approved,Giant Bicycles,Standard,medium,large,18,2,21,1765.3,709.48,24/04/2017,18/12/2004
319,11/10/1971,Female,52,1971,October,93 American Ash Avenue,2747,NSW,Retail,null,Mass Customer,Yes,FALSE,Approved,Solex,Standard,high,large,14,8,32,1842.92,1105.75,05/03/2017,22/05/2006
320,09/02/1997,Male,27,1997,February,1108 Nevada Junction,4701,QLD,Health,Registered Nurse,Mass Customer,No,TRUE,Approved,Solex,Standard,high,medium,4,2,19,1024.66,614.8,16/02/2017,09/11/1996
321,15/09/1973,Female,50,1973,September,41 Spaight Road,4503,QLD,n/a,Marketing Manager,Mass Customer,No,TRUE,Approved,Norco Bicycles,Standard,medium,small,18,5,58,586.45,521.94,11/06/2017,16/01/2004
322,10/03/1977,Female,47,1977,March,5 Schurz Place,4350,QLD,Financial Services,Research Associate,Mass Customer,Yes,TRUE,Approved,OHM Cycles,Standard,medium,medium,11,6,19,1636.9,44.71,03/04/2017,20/08/2010
323,04/06/1973,Female,50,1973,June,82 8th Alley,4210,QLD,Health,Senior Developer,Mass Customer,Yes,TRUE,Approved,Giant Bicycles,Standard,high,medium,7,9,54,1129.13,677.48,25/03/2017,17/08/2004
324,05/08/1986,Male,37,1986,August,84 Lawn Way,2223,NSW,IT,Computer Systems Analyst I,Mass Customer,Yes,TRUE,Approved,WeareA2B,Standard,medium,medium,15,9,97,1292.84,13.44,09/12/2017,18/10/2015
325,26/09/1971,Female,52,1971,September,0 Coolidge Avenue,4122,QLD,Financial Services,Computer Systems Analyst I,Affluent Customer,Yes,FALSE,Approved,WeareA2B,Standard,medium,medium,17,8,98,1065.03,230.09,13/05/2017,29/03/2016
326,16/02/1980,Female,44,1980,February,0 Graceland Plaza,2515,NSW,Financial Services,Help Desk Operator,Mass Customer,No,TRUE,Approved,Norco Bicycles,Road,medium,medium,6,10,74,544.05,376.84,04/04/2017,22/10/2005
327,24/07/1968,Female,55,1968,July,8717 Mandrake Place,4214,QLD,Health,Design Engineer,Mass Customer,No,TRUE,Approved,Giant Bicycles,Road,medium,medium,12,8,10,792.9,594.68,06/08/2017,02/10/1992
328,11/04/1991,Female,33,1991,April,2 Thierer Lane,3437,VIC,Manufacturing,Senior Developer,Mass Customer,No,FALSE,Approved,Solex,Standard,medium,medium,12,8,87,1163.89,589.27,06/02/2017,09/07/2016
329,20/11/1984,Male,39,1984,November,19507 Red Cloud Park,3338,VIC,Entertainment,Account Representative IV,High Net Worth,Yes,FALSE,Approved,Trek Bicycles,Road,medium,medium,12,4,25,533.51,400.13,21/05/2017,25/11/2001
330,03/06/1959,Male,64,1959,June,3 Golf Course Avenue,2203,NSW,Manufacturing,Recruiting Manager,High Net Worth,Yes,FALSE,Approved,Norco Bicycles,Mountain,low,small,7,9,78,688.63,612.88,18/04/2017,16/02/2003
331,23/09/1998,Male,25,1998,September,042 Bunker Hill Avenue,2088,NSW,Health,Desktop Support Technician,Mass Customer,Yes,FALSE,Approved,Giant Bicycles,Standard,medium,large,3,8,87,1812.75,582.48,15/07/2017,02/02/2006
332,19/08/1978,Female,45,1978,August,45793 Nancy Plaza,4226,QLD,Health,Registered Nurse,High Net Worth,No,FALSE,Approved,Giant Bicycles,Road,medium,medium,14,8,23,792.9,594.68,17/03/2017,02/10/1992
333,20/06/1965,Female,58,1965,June,314 Northland Plaza,4213,QLD,Financial Services,Sales Associate,Affluent Customer,Yes,null,Approved,Trek Bicycles,Road,medium,medium,8,5,25,533.51,400.13,23/06/2017,21/07/2003
334,20/05/1999,Female,24,1999,May,3093 Mockingbird Place,3356,VIC,Financial Services,Financial Advisor,Affluent Customer,Yes,TRUE,Approved,Trek Bicycles,Road,medium,medium,3,2,71,290.62,215.14,04/11/2017,25/08/1997
335,19/04/1983,Female,41,1983,April,82 Mcbride Trail,3223,VIC,n/a,Senior Editor,Affluent Customer,No,TRUE,Approved,Solex,Standard,medium,large,8,6,20,1061.56,733.58,20/01/2017,20/07/1993
336,06/01/1980,Female,44,1980,January,24044 Bonner Hill,3032,VIC,Manufacturing,null,High Net Worth,No,FALSE,Approved,Giant Bicycles,Standard,medium,medium,3,8,91,230.91,173.18,09/10/2017,10/11/2006
337,08/10/1979,Female,44,1979,October,1 Rowland Circle,3105,VIC,Argiculture,Statistician IV,High Net Worth,Yes,FALSE,Approved,OHM Cycles,Road,medium,medium,12,10,67,742.54,667.4,18/01/2017,09/07/2016
338,14/03/1958,Female,66,1958,March,7 Arapahoe Pass,3101,VIC,Health,null,Mass Customer,No,TRUE,Approved,Solex,Standard,medium,medium,19,12,33,478.16,298.72,29/06/2017,23/06/1993
339,11/01/1980,Female,44,1980,January,7905 Spaight Alley,2763,NSW,Health,Human Resources Manager,Mass Customer,No,TRUE,Approved,Trek Bicycles,Road,medium,medium,12,8,56,533.51,400.13,02/11/2017,04/10/1997
340,31/07/1973,Male,50,1973,July,8 Grayhawk Circle,2089,NSW,Argiculture,null,Mass Customer,Yes,TRUE,Approved,Trek Bicycles,Mountain,low,medium,17,10,39,574.64,459.71,22/05/2017,07/11/1991
341,25/08/1976,Male,47,1976,August,3 Lyons Road,2759,NSW,Financial Services,GIS Technical Architect,Mass Customer,No,TRUE,Approved,Giant Bicycles,Standard,high,small,5,8,10,1977.36,1759.85,18/08/2017,24/08/2011
342,19/05/1987,Male,37,1987,May,72419 Eagan Road,2040,NSW,Health,Programmer IV,High Net Worth,No,FALSE,Approved,WeareA2B,Standard,low,medium,2,10,40,642.31,513.85,04/07/2017,10/10/2014
343,14/08/1957,Female,66,1957,August,6860 Green Ridge Avenue,2126,NSW,Property,Recruiter,Affluent Customer,No,FALSE,Approved,Norco Bicycles,Standard,low,medium,13,11,76,363.01,290.41,27/05/2017,10/05/2005
344,18/07/1973,Female,50,1973,July,85 Straubel Park,2147,NSW,n/a,null,High Net Worth,Yes,FALSE,Approved,OHM Cycles,Standard,high,medium,4,9,91,2005.66,1203.4,11/11/2017,20/07/1993
345,03/02/1989,Female,35,1989,February,08 Ronald Regan Plaza,2251,NSW,Health,Senior Sales Associate,High Net Worth,Yes,FALSE,Approved,Giant Bicycles,Standard,medium,large,17,9,74,1765.3,709.48,13/08/2017,02/08/2015
346,15/03/1981,Male,43,1981,March,44621 Linden Drive,2155,NSW,Financial Services,Financial Analyst,Mass Customer,No,TRUE,Approved,OHM Cycles,Standard,high,medium,3,10,68,227.88,136.73,26/04/2017,07/02/2003
347,06/06/1965,Male,58,1965,June,3 Moulton Lane,2153,NSW,Financial Services,Marketing Manager,Mass Customer,No,TRUE,Approved,OHM Cycles,Road,medium,medium,9,9,50,1280.28,829.51,18/01/2017,25/01/1997
348,01/11/1980,Male,43,1980,November,7633 Mayer Plaza,2768,NSW,Retail,Assistant Professor,Mass Customer,Yes,TRUE,Approved,Giant Bicycles,Standard,high,medium,9,10,20,1129.13,677.48,15/01/2017,09/08/2005
349,15/04/1981,Female,43,1981,April,98 Westerfield Trail,3127,VIC,Manufacturing,Computer Systems Analyst IV,High Net Worth,No,FALSE,Approved,Norco Bicycles,Standard,medium,small,4,11,35,586.45,521.94,30/01/2017,10/07/1991
350,09/12/1977,Female,46,1977,December,1826 Hazelcrest Park,3087,VIC,Health,Clinical Specialist,Mass Customer,Yes,TRUE,Approved,Norco Bicycles,Standard,medium,small,9,9,47,1216.14,1082.36,26/12/2017,10/11/1991
351,12/05/1999,Male,25,1999,May,98 Sutteridge Point,3131,VIC,Health,Pharmacist,Mass Customer,Yes,TRUE,Approved,WeareA2B,Standard,medium,medium,2,10,69,1807.45,778.69,19/12/2017,06/12/2016
352,08/07/1979,Male,44,1979,July,6 Sunbrook Center,4350,QLD,Retail,Sales Representative,Mass Customer,No,TRUE,Approved,Norco Bicycles,Standard,medium,medium,4,6,12,360.4,270.3,29/11/2017,06/12/2016
353,09/10/1980,Female,43,1980,October,143 Elka Circle,3134,VIC,n/a,Information Systems Manager,Mass Customer,No,TRUE,Approved,WeareA2B,Touring,medium,large,3,9,9,1362.99,57.74,25/08/2017,09/07/2016
354,26/11/1980,Female,43,1980,November,0293 Porter Crossing,2830,NSW,Property,Legal Assistant,Mass Customer,No,TRUE,Approved,Giant Bicycles,Standard,medium,medium,9,5,87,1403.5,954.82,24/10/2017,14/11/2016
355,01/06/1979,Female,44,1979,June,7447 Nevada Park,2193,NSW,Retail,Database Administrator II,Mass Customer,Yes,FALSE,Approved,WeareA2B,Standard,medium,medium,3,8,97,752.64,205.36,15/03/2017,26/07/1999
356,30/03/1975,Female,49,1975,March,7 Park Meadow Drive,4055,QLD,Entertainment,Librarian,High Net Worth,No,TRUE,Approved,OHM Cycles,Road,medium,medium,5,3,10,742.54,667.4,28/03/2017,07/11/1991
357,25/01/1969,Female,55,1969,January,780 Carberry Place,3199,VIC,n/a,Director of Sales,Affluent Customer,No,FALSE,Approved,Solex,Road,medium,medium,18,9,21,416.98,312.74,27/07/2017,10/05/1997
358,27/12/1985,Female,38,1985,December,5337 Dennis Pass,2170,NSW,n/a,Accounting Assistant IV,Mass Customer,No,TRUE,Approved,Trek Bicycles,Road,medium,large,18,9,54,1894.19,598.76,21/10/2017,21/07/2003
359,28/11/1958,Female,65,1958,November,7 Debs Point,2322,NSW,Manufacturing,Legal Assistant,Affluent Customer,Yes,FALSE,Approved,OHM Cycles,Road,medium,medium,6,4,2,1280.28,829.51,25/01/2017,18/10/2015
360,02/04/1956,Female,68,1956,April,708 Russell Parkway,2530,NSW,Property,Staff Scientist,Mass Customer,Yes,TRUE,Approved,OHM Cycles,Standard,high,medium,19,7,64,227.88,136.73,26/05/2017,03/03/2014
361,27/03/1999,Female,25,1999,March,66286 Homewood Alley,2075,NSW,Health,Software Engineer IV,Mass Customer,Yes,TRUE,Approved,Norco Bicycles,Standard,high,small,2,11,59,1661.92,1479.11,15/03/2017,09/09/1994
362,17/11/1974,Female,49,1974,November,8728 Express Way,2340,NSW,Financial Services,Software Engineer IV,High Net Worth,Yes,FALSE,Approved,Trek Bicycles,Road,medium,medium,18,7,47,533.51,400.13,08/09/2017,10/04/2012
363,04/03/1988,Female,36,1988,March,93583 Moland Way,2066,NSW,Retail,Project Manager,Mass Customer,Yes,TRUE,Approved,Trek Bicycles,Standard,medium,large,7,12,82,2091.47,388.92,31/08/2017,02/08/2015
364,30/09/1976,Female,47,1976,September,18264 Maryland Way,4217,QLD,Financial Services,Database Administrator III,Affluent Customer,No,FALSE,Approved,Trek Bicycles,Mountain,low,medium,11,9,96,574.64,459.71,19/12/2017,29/08/2011
365,27/06/1976,Female,47,1976,June,411 Homewood Lane,4020,QLD,Property,VP Quality Control,High Net Worth,No,FALSE,Approved,Giant Bicycles,Standard,medium,large,15,5,98,1765.3,709.48,10/02/2017,25/07/2004
366,08/01/1954,Female,70,1954,January,8 Mariners Cove Drive,2096,NSW,Entertainment,Librarian,High Net Worth,No,TRUE,Approved,OHM Cycles,Standard,high,medium,19,10,7,2005.66,1203.4,24/01/2017,10/04/2012
367,17/02/1985,Female,39,1985,February,279 Jenna Circle,2179,NSW,Manufacturing,Programmer II,Mass Customer,Yes,null,Approved,Solex,Standard,medium,medium,12,12,93,1945.43,333.18,12/02/2017,22/05/2006
368,26/11/1986,Female,37,1986,November,382 Maywood Parkway,4127,QLD,Financial Services,null,High Net Worth,No,FALSE,Approved,Giant Bicycles,Standard,medium,medium,6,6,32,1403.5,954.82,17/12/2017,14/11/2016
369,24/08/1991,Male,32,1991,August,6085 Petterle Circle,3130,VIC,Financial Services,Actuary,Mass Customer,Yes,TRUE,Approved,OHM Cycles,Standard,medium,medium,9,10,19,235.63,125.07,16/03/2017,10/05/2005
370,27/07/1998,Male,25,1998,July,06324 Michigan Trail,4570,QLD,Telecommunications,null,Affluent Customer,Yes,TRUE,Approved,Solex,Standard,medium,medium,3,4,91,575.27,431.45,10/09/2017,08/03/2009
371,06/07/1954,Male,69,1954,July,92808 Mallard Terrace,3215,VIC,Financial Services,Systems Administrator III,Mass Customer,No,FALSE,Approved,Giant Bicycles,Standard,medium,large,7,4,7,1765.3,709.48,11/12/2017,25/07/2004
372,13/08/1987,Female,36,1987,August,841 Anderson Drive,3101,VIC,Property,Graphic Designer,Affluent Customer,Yes,TRUE,Approved,Trek Bicycles,Standard,high,medium,4,8,19,358.39,215.03,17/10/2017,06/05/1991
373,26/08/2000,Female,23,2000,August,67884 Fair Oaks Parkway,3931,VIC,Health,Structural Analysis Engineer,High Net Worth,Yes,TRUE,Approved,WeareA2B,Touring,medium,medium,1,9,95,1466.68,363.25,21/05/2017,03/03/2014
374,22/01/1992,Male,32,1992,January,1823 Judy Center,3165,VIC,Financial Services,Senior Financial Analyst,Mass Customer,Yes,FALSE,Approved,OHM Cycles,Standard,medium,medium,8,10,81,795.34,101.58,14/09/2017,20/07/1993
375,23/08/1976,Male,47,1976,August,953 Eliot Crossing,2166,NSW,Manufacturing,Automation Specialist II,Mass Customer,Yes,TRUE,Approved,Norco Bicycles,Standard,medium,small,7,9,13,586.45,521.94,22/07/2017,16/12/1998
376,24/10/1966,Female,57,1966,October,90761 Shasta Pass,3936,VIC,Financial Services,Financial Advisor,Mass Customer,Yes,FALSE,Approved,Trek Bicycles,Standard,high,medium,19,7,60,495.72,297.43,05/04/2017,10/10/2014
377,19/05/1999,Male,25,1999,May,259 Barnett Crossing,2265,NSW,Argiculture,Staff Scientist,Mass Customer,No,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1,5,65,360.4,270.3,21/02/2017,06/12/2016
378,04/05/1974,Female,50,1974,May,0 Brown Trail,2203,NSW,Retail,Senior Developer,Mass Customer,No,FALSE,Approved,Solex,Standard,medium,medium,17,9,98,441.49,84.99,09/08/2017,12/04/1993
379,13/03/1980,Male,44,1980,March,3467 Prairie Rose Lane,3034,VIC,Manufacturing,null,High Net Worth,Yes,FALSE,Approved,Trek Bicycles,Road,low,small,4,7,2,1720.7,1531.42,14/07/2017,10/04/2012
380,15/05/1956,Female,68,1956,May,24 Scoville Parkway,4670,QLD,Property,Structural Engineer,Mass Customer,No,TRUE,Approved,Trek Bicycles,Standard,high,medium,17,1,66,495.72,297.43,05/08/2017,11/04/2015
381,30/11/1996,Female,27,1996,November,010 Namekagon Parkway,2062,NSW,n/a,Sales Associate,Affluent Customer,No,TRUE,Approved,Trek Bicycles,Standard,high,medium,1,12,99,495.72,297.43,07/05/2017,11/04/2015
